			% of divergence bins:
Rname	Rclass	Rfam	[0;1[	[1;2[	[2;3[	[3;4[	[4;5[	[5;6[	[6;7[	[7;8[	[8;9[	[9;10[	[10;11[	[11;12[	[12;13[	[13;14[	[14;15[	[15;16[	[16;17[	[17;18[	[18;19[	[19;20[	[20;21[	[21;22[	[22;23[	[23;24[	[24;25[	[25;26[	[26;27[	[27;28[	[28;29[	[29;30[	[30;31[	[31;32[	[32;33[	[33;34[	[34;35[	[35;36[	[36;37[	[37;38[	[38;39[	[39;40[	[40;41[	[41;42[	[42;43[	[43;44[	[44;45[	[45;46[	[46;47[	[47;48[	[48;49[	[49;50[
TE_00000225	MITE	DTM	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000306	DNA	DTC	8005	3646	7729	0	1289	0	0	1290	1279	1232	0	0	1264	0	0	134	2035	145	2100	9730	1368	5655	3824	1402	1658	0	302	1079	1348	24	1289	860	127	609	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000390	MITE	DTM	0	0	0	0	0	0	0	0	0	0	0	732	1088	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000481	DNA	Helitron	5278	0	0	165	90	0	133	0	55	394	1210	286	1663	897	1808	1819	3091	1516	3017	1777	1224	1940	287	535	532	1162	1793	822	1507	890	0	220	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000366_LTR	LTR	Gypsy	0	641	0	0	0	56	326	819	973	232	2397	3714	5047	6957	7138	7734	4858	5016	4397	1877	2095	1294	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000610	DNA	DTM	308	288	0	0	289	0	318	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000629_INT	LTR	Copia	4464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	134	142	0	0	0	4495	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000502_LTR	LTR	Copia	588	0	630	0	0	586	45	1576	1971	781	1066	1521	1235	927	487	608	204	294	0	0	96	640	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000091	DNA	Helitron	4175	84	555	0	0	0	39	0	0	0	67	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000672_LTR	LTR	Copia	181	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000485_LTR	LTR	Gypsy	504	0	504	179	0	605	504	503	1010	31	0	46	505	0	583	1552	2970	1512	503	503	223	0	144	219	0	500	0	1194	1498	488	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000891_INT	LTR	Copia	4180	0	3307	0	3608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1101	0	0	0	0	1828	4118	699	4154	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000543	DNA	Helitron	612	0	0	0	606	892	4406	3983	1780	6348	2143	5515	668	624	0	0	7	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000494_LTR	LTR	Gypsy	286	0	284	143	868	854	798	2942	1793	2066	716	577	576	191	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000393_LTR	LTR	unknown	804	804	0	0	1594	0	0	1379	247	1022	57	784	785	291	602	0	0	1814	275	784	742	723	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000379_INT	LTR	Gypsy	2000	0	0	0	44	1030	0	862	876	1712	1425	1215	0	0	143	92	0	0	574	737	155	0	0	281	0	215	502	0	0	2264	2957	223	965	2747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000566_INT	LTR	Copia	4944	0	0	0	0	0	0	638	55	0	0	0	0	0	1514	3605	0	1996	0	0	59	0	0	0	0	0	0	0	0	390	0	1779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000644_LTR	LTR	Gypsy	0	0	211	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	24	0	90	0	0	0	60	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000132	DNA	Helitron	5907	1577	212	0	0	0	0	0	0	0	147	89	0	171	0	374	579	1044	1306	998	588	1332	1227	619	1858	780	1003	984	3740	4246	2651	3016	1091	505	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000245	DNA	DTT	943	267	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000835_INT	LTR	unknown	1718	0	0	0	0	157	0	41	0	42	0	0	0	0	95	0	0	0	0	0	0	0	57	0	0	85	65	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000555	DNA	DTH	481	0	164	117	0	117	0	0	0	66	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000687_LTR	LTR	unknown	451	0	0	0	0	0	440	0	0	0	0	0	0	0	0	466	0	463	453	0	83	765	0	438	0	0	674	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000748	DNA	DTC	2253	0	148	3842	1116	2048	80	39	0	0	749	2115	0	284	0	267	0	0	541	0	0	0	0	572	0	342	399	962	791	431	66	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000625_INT	LTR	Copia	2144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	1879	0	0	0	0	0	0	2064	0	1259	578	0	0	0	834	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000700	DNA	DTA	1681	0	440	0	159	0	0	0	0	0	0	0	165	0	138	277	614	0	326	0	249	0	356	328	168	548	0	180	0	523	0	0	0	85	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000585_LTR	LTR	Gypsy	804	0	803	167	801	1598	1601	0	1767	0	38	0	1656	0	0	0	0	0	464	893	1320	451	325	450	358	0	352	356	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000033	DNA	DTC	1605	0	0	0	0	0	0	85	0	35	0	0	0	0	0	0	0	0	134	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000328	MITE	DTM	363	0	0	0	0	0	399	759	1613	808	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000670	DNA	Helitron	0	0	0	114	114	332	0	86	0	0	86	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000759	DNA	DTC	3724	0	0	27	0	44	0	0	0	0	38	1508	0	0	85	0	178	13	0	506	899	1208	686	1817	8949	1306	2045	246	314	374	166	0	157	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000530	DNA	DTC	2927	0	0	0	0	0	0	0	0	0	0	215	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000431	MITE	DTH	256	0	0	490	245	498	246	0	256	0	0	0	0	0	0	0	0	0	541	252	0	372	542	223	466	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000818_INT	LTR	Copia	2037	0	0	0	0	0	4267	0	627	0	0	0	0	0	4091	2012	0	49	0	0	0	0	2171	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000089	DNA	Helitron	11976	2748	0	0	0	0	0	0	91	0	0	0	0	92	0	163	0	0	96	145	0	222	323	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000115	DNA	DTH	895	0	800	0	0	0	573	0	0	0	0	0	335	0	153	156	205	128	409	0	148	681	530	64	200	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000174	DNA	DTM	1404	74	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	166	163	198	0	231	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000843_INT	LTR	Copia	9030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	255	202	0	5850	0	0	5134	1050	0	0	316	227	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000618_INT	LTR	Gypsy	3621	355	373	365	98	429	126	56	51	0	59	1984	0	52	0	0	37	0	133	0	37	1694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000075	DNA	Helitron	11966	73	51	0	1298	1566	966	350	0	0	0	0	0	99	94	0	0	0	219	0	123	175	0	345	336	142	557	0	236	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000251	DNA	Helitron	6814	198	0	0	126	0	191	883	258	230	57	369	0	168	0	0	0	225	0	0	0	44	0	146	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000695_LTR	LTR	Copia	120	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	102	98	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000602	MITE	DTA	198	0	0	0	196	0	0	0	258	189	0	0	0	0	197	0	0	184	53	0	0	0	116	0	247	389	323	72	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000164	DNA	Helitron	16791	443	0	670	0	0	0	769	0	717	0	124	232	0	104	149	177	530	810	0	241	940	109	319	265	299	144	373	335	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000716_INT	LTR	Copia	4202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	2251	0	926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000352_LTR	LTR	Gypsy	732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	661	0	0	212	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000545_INT	LTR	Gypsy	34	0	0	872	850	4768	6316	10036	3329	24725	2789	23364	23458	54345	45813	14935	6461	4207	4947	1915	5820	441	4017	368	329	1109	1720	2480	432	1051	479	241	0	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000398	DNA	DTM	858	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000681	MITE	DTH	214	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	189	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000259	DNA	Helitron	1442	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000564	DNA	Helitron	659	523	621	1271	644	650	1733	0	1185	1652	1485	867	2049	345	486	312	0	769	362	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000136	DNA	Helitron	3526	0	0	0	0	63	125	240	254	123	184	257	256	571	63	189	251	463	59	370	92	95	0	99	76	691	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000816_LTR	LTR	Gypsy	339	339	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000221	DNA	Helitron	6803	512	209	51	0	0	33	0	0	0	0	106	0	0	0	0	0	503	76	46	0	78	0	78	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000634	DNA	DTC	2042	0	0	0	0	0	47	0	0	0	0	0	0	0	525	299	1151	1579	0	0	194	119	0	380	0	208	218	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000279	DNA	Helitron	3014	3446	0	0	1729	1409	78	77	782	129	453	1055	1508	3935	3205	1033	2054	981	6187	4556	1466	1543	1169	1416	359	983	104	271	261	103	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000478_INT	LTR	Copia	9254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	670	3300	0	0	0	4023	1195	2112	0	218	0	0	1073	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000732	DNA	Helitron	197	0	0	0	0	0	0	0	0	128	132	0	113	0	168	60	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000104	DNA	Helitron	4259	435	2464	0	0	1807	1245	0	125	72	151	54	122	504	472	597	301	202	272	542	747	79	0	299	0	295	0	108	133	438	182	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000209	DNA	Helitron	2229	0	0	2301	0	0	0	0	0	0	59	0	0	0	0	0	0	209	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000500_LTR	LTR	Copia	611	611	0	612	0	0	0	0	471	0	1164	1217	3228	1217	2040	1177	605	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000229	DNA	DTM	1973	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	330	0	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000285	DNA	Helitron	5192	252	949	218	0	352	47	399	389	730	421	259	990	989	285	717	903	1588	839	575	2187	997	900	745	666	340	226	0	100	12	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000746_INT	LTR	Gypsy	0	0	0	0	0	0	0	0	4784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	385	0	0	0	0	798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000322	DNA	DTC	3639	2076	0	0	0	0	0	0	0	0	0	0	0	80	2873	0	0	168	0	2975	0	1373	1410	0	0	853	856	1665	1631	560	757	2758	2106	268	706	445	41	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000881_LTR	LTR	Gypsy	34	210	0	29	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000493_INT	LTR	Copia	4028	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	7978	0	0	0	0	0	0	0	0	0	0	182	648	642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000725	DNA	DTH	1307	0	0	194	338	210	0	38	47	164	68	37	0	175	191	410	169	64	132	0	928	690	1023	804	378	0	372	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000271	DNA	Helitron	4745	0	0	0	1287	0	0	462	142	11	0	36	0	104	682	446	121	532	462	790	889	643	1722	1959	1523	1559	342	358	354	0	225	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000111	DNA	DTC	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000713_LTR	LTR	Gypsy	881	627	2703	11263	3533	0	356	171	2083	640	0	0	615	53	0	0	0	53	0	51	53	0	0	0	389	844	803	567	382	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000065	DNA	Helitron	3606	672	1443	1763	461	2197	553	968	2810	904	1027	580	312	1858	1183	1715	2809	3100	2441	1020	1154	3151	2728	2990	2093	651	314	794	424	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000310	DNA	Helitron	4419	0	0	0	0	0	0	186	358	176	357	534	355	174	0	172	0	273	469	1128	408	137	121	483	912	365	470	0	76	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000888	DNA	Helitron	3522	0	0	245	0	1472	1009	51	763	0	38	0	0	0	83	59	291	276	251	232	394	237	138	572	131	460	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000055	DNA	Helitron	2417	87	0	124	145	112	0	0	80	0	0	155	452	103	625	406	803	1432	720	773	566	1418	1453	1273	1133	309	523	753	522	475	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000415	DNA	Helitron	12049	0	0	0	50	115	50	83	0	127	5699	104	3365	175	3089	0	0	145	469	90	2287	426	1368	737	982	338	461	1848	6199	7826	6303	3483	1966	0	907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000409_INT	LTR	Copia	5227	0	0	0	0	0	754	642	174	1543	0	751	0	0	704	566	1344	801	0	0	0	0	1397	838	378	169	1723	149	487	1792	4222	0	77	240	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000850	DNA	Helitron	0	0	0	0	0	0	372	0	0	0	0	0	0	0	0	308	147	467	467	122	105	0	368	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000830_INT	LTR	Gypsy	0	1677	0	530	2739	0	41	7463	23518	16320	32878	558	23823	543	885	1550	7731	0	70	4988	0	6554	214	0	0	485	0	3308	255	2470	3682	2523	3118	1413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000201	DNA	Helitron	3990	2129	0	0	0	78	0	39	0	0	92	0	0	0	115	337	454	1480	1373	1096	1360	1040	789	382	324	136	233	129	113	215	261	116	347	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000554	DNA	DTM	4364	0	0	0	0	0	0	0	0	1224	0	0	45	0	0	557	232	983	0	767	77	80	159	137	153	155	152	137	78	140	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000906	DNA	Helitron	4439	0	0	0	0	0	0	94	4214	334	0	319	725	1592	1247	4190	0	2725	0	5601	0	1422	0	90	90	170	304	152	0	424	1331	1294	0	1649	1143	1540	0	856	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000673_LTR	LTR	unknown	379	0	0	0	361	0	0	0	0	0	0	0	0	270	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000779	DNA	DTC	3671	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000650	DNA	Helitron	2366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000764	DNA	Helitron	1416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	76	0	0	0	0	90	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000084	DNA	DTC	3564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	164	638	0	472	171	96	499	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000296_INT	LTR	Gypsy	4270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	103	107	0	108	4503	2588	0	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000455	DNA	Helitron	51	0	0	0	0	0	762	836	358	0	391	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000624_LTR	LTR	Gypsy	0	0	1369	171	0	353	1280	24795	51603	43005	51053	43730	16740	23065	27706	16449	12018	6881	4579	3519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000015	DNA	Helitron	7546	297	1946	323	1560	2941	6885	4064	6787	3929	1892	6457	4767	6482	3937	3666	4666	5557	6574	5915	7008	2563	2717	1867	1562	1264	1212	738	6285	2601	676	1266	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000515_LTR	LTR	Copia	508	0	508	0	0	0	0	0	0	0	0	0	0	0	76	1024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000692_INT	LTR	unknown	1875	729	2920	1989	514	59	1095	418	61	409	187	45	92	1155	2211	3060	548	453	729	1028	89	924	787	1154	492	0	54	101	13	218	268	493	441	0	145	440	273	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000397_LTR	LTR	Copia	373	373	0	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000248	DNA	DTM	2675	0	0	0	0	0	0	0	0	0	0	0	72	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000639	DNA	DTM	1635	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000450_LTR	LTR	Gypsy	259	0	259	0	0	0	0	0	0	0	129	0	0	0	0	0	236	0	180	0	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000117_INT	LTR	Gypsy	2683	5268	0	0	0	0	0	0	58	0	0	0	0	0	0	90	49	0	358	782	735	281	843	570	0	0	4857	2206	7837	2444	9097	5583	4238	1267	406	1253	0	1037	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000741_LTR	LTR	unknown	334	334	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000514	DNA	DTM	1230	3552	0	0	0	0	0	0	2014	8330	865	0	977	0	0	0	207	920	0	0	0	1815	2497	2580	5953	3585	1946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000224	DNA	DTC	1742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000736	DNA	Helitron	0	546	0	0	42	320	0	308	314	0	511	332	0	96	584	0	860	1026	466	0	0	133	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000447_INT	LTR	Gypsy	9816	0	0	582	1854	6174	8899	1898	17613	21656	11631	3724	4950	9356	8498	4467	6519	3998	0	944	4553	1463	0	2773	1527	489	4352	1453	357	0	337	337	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000619_INT	LTR	Copia	1713	0	0	1686	0	0	0	0	0	0	0	0	0	0	0	0	1672	0	0	0	71	0	0	0	0	0	0	340	1076	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000697	DNA	Helitron	4442	0	0	0	570	2478	1608	1348	853	891	404	72	47	466	973	244	43	96	984	269	251	161	0	91	149	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000219	DNA	DTM	1069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000338_INT	LTR	Copia	2272	0	0	560	0	0	76	195	0	0	0	0	0	0	776	0	0	0	621	1001	40	0	0	0	0	0	0	0	71	0	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000159	DNA	DTC	3022	483	0	0	0	0	0	0	0	0	0	0	111	0	0	133	0	0	0	0	88	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000038	DNA	Helitron	11596	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000236	DNA	DTC	3241	0	0	0	396	0	0	0	0	0	119	0	0	0	68	1682	2142	1943	406	485	968	593	360	894	502	264	689	1595	526	661	485	485	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000902	DNA	Helitron	1778	0	0	282	2126	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	148	612	63	345	328	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000040	DNA	DTM	539	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
